"","common_name","total_count","...1","list_ID","scientific_name","date","time","count","duration","location","latitude","longitude","count_tot","month","year"
"2923","Tree Swallow",207,3416,"S17841108","Tachycineta bicolor",2014-04-11,09:30:00,2,60,"US-MO",38.6389068,-90.2853806,103,4,2014
"2924","Tree Swallow",207,3417,"S17891506","Tachycineta bicolor",2014-04-14,09:00:00,12,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"2925","Tree Swallow",207,3418,"S17931688","Tachycineta bicolor",2014-04-17,08:00:00,30,120,"US-MO",38.6389068,-90.2853806,307,4,2014
"2926","Tree Swallow",207,3419,"S18284435","Tachycineta bicolor",2014-05-08,08:20:00,2,90,"US-MO",38.6389068,-90.2853806,130,5,2014
"2927","Tree Swallow",207,3420,"S18310479","Tachycineta bicolor",2014-05-09,18:00:00,3,60,"US-MO",38.6389068,-90.2853806,87,5,2014
"2928","Tree Swallow",207,3421,"S18346956","Tachycineta bicolor",2014-05-11,18:30:00,2,60,"US-MO",38.6389068,-90.2853806,121,5,2014
"2929","Tree Swallow",207,3422,"S23140528","Tachycineta bicolor",2015-04-30,07:00:00,10,105,"US-MO",38.6389068,-90.2853806,150,4,2015
"2930","Tree Swallow",207,3423,"S35533959","Tachycineta bicolor",2017-03-30,07:05:00,1,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"2931","Tree Swallow",207,3424,"S35594469","Tachycineta bicolor",2017-03-31,17:47:00,6,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"2932","Tree Swallow",207,3425,"S35698031","Tachycineta bicolor",2017-04-04,07:00:00,1,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"2933","Tree Swallow",207,3426,"S35918417","Tachycineta bicolor",2017-04-13,06:59:00,3,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"2934","Tree Swallow",207,3427,"S36118134","Tachycineta bicolor",2017-04-20,07:00:00,2,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"2935","Tree Swallow",207,3428,"S36198905","Tachycineta bicolor",2017-04-23,08:13:00,1,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"2936","Tree Swallow",207,3429,"S36956314","Tachycineta bicolor",2017-05-18,07:04:00,2,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"2937","Tree Swallow",207,3430,"S37374545","Tachycineta bicolor",2017-06-04,07:53:00,4,118,"US-MO",38.6389068,-90.2853806,108,6,2017
"2938","Tree Swallow",207,3431,"S45158368","Tachycineta bicolor",2018-05-01,18:23:00,2,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"2939","Tree Swallow",207,3432,"S89715685","Tachycineta bicolor",2021-06-06,08:01:00,2,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"2940","Tree Swallow",207,3433,"S36599002","Tachycineta bicolor",2017-05-06,16:10:00,4,42,"US-MO",38.6259678,-90.1853703,39,5,2017
"2941","Tree Swallow",207,3434,"S18250965","Tachycineta bicolor",2014-05-04,08:45:00,8,120,"US-MO",38.7472557,-90.1926899,143,5,2014
"2942","Tree Swallow",207,3435,"S18038813","Tachycineta bicolor",2014-04-20,07:30:00,2,180,"US-MO",37.0223596,-90.0990486,103,4,2014
"2943","Chipping Sparrow",205,4842,"S18486321","Spizella passerina",2014-05-17,08:30:00,6,90,"US-VT",43.7615212,-73.3468035,58,5,2014
"2944","Chipping Sparrow",205,4843,"S46841669","Spizella passerina",2018-06-26,07:45:00,4,120,"US-VT",43.77954,-73.29591,61,6,2018
"2945","Chipping Sparrow",205,4844,"S46861277","Spizella passerina",2018-06-28,19:00:00,12,45,"US-VT",43.77954,-73.29591,45,6,2018
"2946","Chipping Sparrow",205,4845,"S87540889","Spizella passerina",2021-05-08,12:55:00,16,22,"US-OK",34.7112086,-98.6755943,41,5,2021
"2947","Chipping Sparrow",205,4846,"S87540807","Spizella passerina",2021-05-08,08:50:00,4,185,"US-OK",34.7124907,-98.6413512,30,5,2021
"2948","Chipping Sparrow",205,4847,"S85318603","Spizella passerina",2021-04-11,09:50:00,1,74,"US-OK",35.9559819,-96.3171265,42,4,2021
"2949","Chipping Sparrow",205,4848,"S44577908","Spizella passerina",2018-04-14,15:50:00,17,208,"US-MO",38.482151,-90.8242569,222,4,2018
"2950","Chipping Sparrow",205,4849,"S79442972","Spizella passerina",2021-01-17,14:25:00,2,48,"US-AR",35.38898,-94.4297111,58,1,2021
"2951","Chipping Sparrow",205,4850,"S38281523","Spizella passerina",2017-07-23,08:50:00,7,182,"US-MO",38.6078608,-90.489826,70,7,2017
"2952","Chipping Sparrow",205,4851,"S17855769","Spizella passerina",2014-04-12,08:45:00,6,120,"US-MO",38.690995,-90.2349186,200,4,2014
"2953","Chipping Sparrow",205,4852,"S17760108","Spizella passerina",2014-04-05,18:00:00,3,30,"US-MO",38.6389068,-90.2853806,145,4,2014
"2954","Chipping Sparrow",205,4853,"S17891506","Spizella passerina",2014-04-14,09:00:00,4,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"2955","Chipping Sparrow",205,4854,"S18044118","Spizella passerina",2014-04-23,12:00:00,4,45,"US-MO",38.6389068,-90.2853806,62,4,2014
"2956","Chipping Sparrow",205,4855,"S18178852","Spizella passerina",2014-05-02,08:15:00,2,60,"US-MO",38.6389068,-90.2853806,115,5,2014
"2957","Chipping Sparrow",205,4856,"S18284435","Spizella passerina",2014-05-08,08:20:00,1,90,"US-MO",38.6389068,-90.2853806,130,5,2014
"2958","Chipping Sparrow",205,4857,"S18301776","Spizella passerina",2014-05-09,08:40:00,1,0,"US-MO",38.6389068,-90.2853806,28,5,2014
"2959","Chipping Sparrow",205,4858,"S18337590","Spizella passerina",2014-05-11,09:30:00,1,180,"US-MO",38.6389068,-90.2853806,119,5,2014
"2960","Chipping Sparrow",205,4859,"S22729778","Spizella passerina",2015-04-06,18:30:00,2,45,"US-MO",38.6389068,-90.2853806,44,4,2015
"2961","Chipping Sparrow",205,4860,"S22776681","Spizella passerina",2015-04-09,18:20:00,1,25,"US-MO",38.6389068,-90.2853806,42,4,2015
"2962","Chipping Sparrow",205,4861,"S23140528","Spizella passerina",2015-04-30,07:00:00,4,105,"US-MO",38.6389068,-90.2853806,150,4,2015
"2963","Chipping Sparrow",205,4862,"S23197329","Spizella passerina",2015-05-03,07:00:00,1,180,"US-MO",38.6389068,-90.2853806,120,5,2015
"2964","Chipping Sparrow",205,4863,"S23465605","Spizella passerina",2015-05-15,18:30:00,2,30,"US-MO",38.6389068,-90.2853806,104,5,2015
"2965","Chipping Sparrow",205,4864,"S35594469","Spizella passerina",2017-03-31,17:47:00,2,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"2966","Chipping Sparrow",205,4865,"S35654197","Spizella passerina",2017-04-02,18:46:00,6,37,"US-MO",38.6389068,-90.2853806,36,4,2017
"2967","Chipping Sparrow",205,4866,"S35698031","Spizella passerina",2017-04-04,07:00:00,1,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"2968","Chipping Sparrow",205,4867,"S35811314","Spizella passerina",2017-04-09,07:47:00,6,74,"US-MO",38.6389068,-90.2853806,51,4,2017
"2969","Chipping Sparrow",205,4868,"S35918417","Spizella passerina",2017-04-13,06:59:00,4,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"2970","Chipping Sparrow",205,4869,"S36198905","Spizella passerina",2017-04-23,08:13:00,4,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"2971","Chipping Sparrow",205,4870,"S36305628","Spizella passerina",2017-04-27,06:56:00,2,121,"US-MO",38.6389068,-90.2853806,260,4,2017
"2972","Chipping Sparrow",205,4871,"S36636292","Spizella passerina",2017-05-07,07:34:00,4,79,"US-MO",38.6389068,-90.2853806,54,5,2017
"2973","Chipping Sparrow",205,4872,"S36956314","Spizella passerina",2017-05-18,07:04:00,2,126,"US-MO",38.6389068,-90.2853806,140,5,2017
"2974","Chipping Sparrow",205,4873,"S45158368","Spizella passerina",2018-05-01,18:23:00,2,86,"US-MO",38.6389068,-90.2853806,67,5,2018
"2975","Chipping Sparrow",205,4874,"S56350152","Spizella passerina",2019-05-16,09:24:00,1,102,"US-MO",38.6389068,-90.2853806,85,5,2019
"2976","Chipping Sparrow",205,4875,"S23065952","Spizella passerina",2015-04-26,07:00:00,10,180,"US-MO",38.636316,-90.296545,142,4,2015
"2977","Chipping Sparrow",205,4876,"S23073614","Spizella passerina",2015-04-26,13:30:00,2,90,"US-MO",38.6129807,-90.2593803,15,4,2015
"2978","Chipping Sparrow",205,4877,"S45362421","Spizella passerina",2018-05-06,09:35:00,1,134,"US-MO",38.6129807,-90.2593803,86,5,2018
"2979","Chipping Sparrow",205,4878,"S18250965","Spizella passerina",2014-05-04,08:45:00,1,120,"US-MO",38.7472557,-90.1926899,143,5,2014
"2980","Chipping Sparrow",205,4879,"S17873207","Spizella passerina",2014-04-13,10:45:00,1,150,"US-MO",38.6066358,-90.2582139,198,4,2014
"2981","Chipping Sparrow",205,4880,"S36184977","Spizella passerina",2017-04-22,18:16:00,1,88,"US-MO",38.6066358,-90.2582139,64,4,2017
"2982","Chipping Sparrow",205,4881,"S18038813","Spizella passerina",2014-04-20,07:30:00,4,180,"US-MO",37.0223596,-90.0990486,103,4,2014
"2983","Chipping Sparrow",205,4882,"S68032156","Spizella passerina",2020-04-29,10:01:00,2,38,"US-OK",36.1433479,-95.9096313,43,4,2020
"2984","Chipping Sparrow",205,4883,"S107970844","Spizella passerina",2022-04-24,17:14:00,15,77,"US-OK",36.1255459,-95.9823976,105,4,2022
"2985","Chipping Sparrow",205,4884,"S68032703","Spizella passerina",2020-04-29,10:01:00,2,40,"US-OK",36.1444029,-95.9092834,44,4,2020
"2986","Chipping Sparrow",205,4885,"S66369682","Spizella passerina",2020-03-29,09:31:00,1,189,"US-OK",36.1497985,-96.2401081,219,3,2020
"2987","Chipping Sparrow",205,4886,"S106694384","Spizella passerina",2022-04-10,09:00:00,8,44,"US-OK",36.1499519,-96.2529969,79,4,2022
"2988","Chipping Sparrow",205,4887,"S54964350","Spizella passerina",2019-04-14,17:06:00,20,99,"US-OK",36.2235555,-95.9005058,62,4,2019
"2989","Chipping Sparrow",205,4888,"S36840493","Spizella passerina",2017-05-13,09:00:00,2,10,"US-MO",38.8291565,-91.0498206,13,5,2017
"2990","Great Blue Heron",203,1293,"S18486321","Ardea herodias",2014-05-17,08:30:00,1,90,"US-VT",43.7615212,-73.3468035,58,5,2014
"2991","Great Blue Heron",203,1294,"S1739974","Ardea herodias",2004-09-23,NA,1,0,"US-VT",43.7829965,-73.3154315,3,9,2004
"2992","Great Blue Heron",203,1295,"S1740462","Ardea herodias",2004-10-05,17:00:00,1,0,"US-VT",43.7829965,-73.3154315,12,10,2004
"2993","Great Blue Heron",203,1296,"S22598375","Ardea herodias",2015-03-30,16:30:00,1,30,"US-VT",43.7829965,-73.3154315,81,3,2015
"2994","Great Blue Heron",203,1297,"S22635608","Ardea herodias",2015-04-01,16:30:00,1,20,"US-VT",43.7829965,-73.3154315,16,4,2015
"2995","Great Blue Heron",203,1298,"S37075088","Ardea herodias",2017-05-22,18:17:00,1,9,"US-VT",43.7829965,-73.3154315,61,5,2017
"2996","Great Blue Heron",203,1299,"S37111692","Ardea herodias",2017-05-24,09:29:00,2,42,"US-VT",43.7829965,-73.3154315,62,5,2017
"2997","Great Blue Heron",203,1300,"S67802026","Ardea herodias",2020-04-25,11:48:00,1,140,"US-OK",36.783717,-98.18573,64,4,2020
"2998","Great Blue Heron",203,1301,"S36840514","Ardea herodias",2017-05-13,10:40:00,20,275,"US-MO",38.8636,-92.4504,515,5,2017
"2999","Great Blue Heron",203,1302,"S99525037","Ardea herodias",2021-12-27,11:40:00,1,151,"US-FL",27.824853,-80.6063547,49,12,2021
"3000","Great Blue Heron",203,1303,"S111728537","Ardea herodias",2022-05-30,08:08:00,1,302,"US-OK",36.850766,-102.8821564,100,5,2022
"3001","Great Blue Heron",203,1304,"S99317161","Ardea herodias",2021-12-23,10:25:00,2,71,"US-FL",25.8675841,-81.1501694,87,12,2021
"3002","Great Blue Heron",203,1305,"S99312257","Ardea herodias",2021-12-23,09:27:00,1,28,"US-FL",25.8678737,-81.1156654,123,12,2021
"3003","Great Blue Heron",203,1306,"S99408820","Ardea herodias",2021-12-25,09:38:00,1,212,"US-FL",25.9793,-81.4109,114,12,2021
"3004","Great Blue Heron",203,1307,"S87540889","Ardea herodias",2021-05-08,12:55:00,1,22,"US-OK",34.7112086,-98.6755943,41,5,2021
"3005","Great Blue Heron",203,1308,"S85318603","Ardea herodias",2021-04-11,09:50:00,1,74,"US-OK",35.9559819,-96.3171265,42,4,2021
"3006","Great Blue Heron",203,1309,"S89277212","Ardea herodias",2021-05-30,10:49:00,1,26,"US-OK",35.6247298,-99.2497676,28,5,2021
"3007","Great Blue Heron",203,1310,"S18555256","Ardea herodias",2014-05-25,08:40:00,2,300,"US-MO",38.482151,-90.8242569,91,5,2014
"3008","Great Blue Heron",203,1311,"S99541601","Ardea herodias",2021-12-27,16:26:00,1,97,"US-FL",27.8035911,-80.426723,100,12,2021
"3009","Great Blue Heron",203,1312,"S99654122","Ardea herodias",2021-12-28,09:19:00,1,115,"US-FL",27.8035911,-80.426723,90,12,2021
"3010","Great Blue Heron",203,1313,"S99506848","Ardea herodias",2021-12-27,08:45:00,2,57,"US-FL",27.5608626,-80.3282547,75,12,2021
"3011","Great Blue Heron",203,1314,"S1545189","Ardea herodias",2004-02-01,12:15:00,5,105,"US-CA",37.053017,-118.219795,10,2,2004
"3012","Great Blue Heron",203,1315,"S24003666","Ardea herodias",2015-06-21,07:00:00,1,300,"US-MO",38.2590084,-90.6262636,71,6,2015
"3013","Great Blue Heron",203,1316,"S89739368","Ardea herodias",2021-06-06,11:44:00,1,166,"US-IL",38.7746894,-89.694683,30,6,2021
"3014","Great Blue Heron",203,1317,"S99561696","Ardea herodias",2021-12-22,08:09:00,1,47,"US-FL",25.3820583,-80.6069362,52,12,2021
"3015","Great Blue Heron",203,1318,"S1522992","Ardea herodias",2004-01-11,09:00:00,1,180,"US-NV",38.64822,-118.75497,15,1,2004
"3016","Great Blue Heron",203,1319,"S1612893","Ardea herodias",2004-02-22,13:00:00,7,60,"US-CA",38.298008,-119.226204,224,2,2004
"3017","Great Blue Heron",203,1320,"S1562738","Ardea herodias",2004-02-11,NA,3,0,"US-CA",37.675594,-118.8078,33,2,2004
"3018","Great Blue Heron",203,1321,"S100948655","Ardea herodias",2022-01-17,11:31:00,1,223,"US-OK",35.6222331,-95.1711273,69,1,2022
"3019","Great Blue Heron",203,1322,"S79023070","Ardea herodias",2021-01-04,13:24:00,1,273,"US-OK",36.8630914,-96.5667034,69,1,2021
"3020","Great Blue Heron",203,1323,"S54002257","Ardea herodias",2019-03-17,15:30:00,1,90,"US-OK",36.2081998,-96.0600758,12,3,2019
"3021","Great Blue Heron",203,1324,"S54632771","Ardea herodias",2019-04-06,11:20:00,1,122,"US-OK",36.2081998,-96.0600758,40,4,2019
"3022","Great Blue Heron",203,1325,"S56506454","Ardea herodias",2019-05-19,15:59:00,1,66,"US-OK",36.2081998,-96.0600758,47,5,2019
"3023","Great Blue Heron",203,1326,"S80524373","Ardea herodias",2021-02-06,10:33:00,1,93,"US-OK",36.2081998,-96.0600758,58,2,2021
"3024","Great Blue Heron",203,1327,"S18948766","Ardea herodias",2014-06-29,11:00:00,2,360,"US-MO",37.7291811,-92.3933029,101,6,2014
"3025","Great Blue Heron",203,1328,"S98050443","Ardea herodias",2021-11-25,08:10:00,1,55,"US-CA",33.091669,-117.2960981,101,11,2021
"3026","Great Blue Heron",203,1329,"S79442972","Ardea herodias",2021-01-17,14:25:00,2,48,"US-AR",35.38898,-94.4297111,58,1,2021
"3027","Great Blue Heron",203,1330,"S41909811","Ardea herodias",2018-01-14,14:01:00,1,100,"US-MO",38.70534,-90.74048,227,1,2018
"3028","Great Blue Heron",203,1331,"S56366335","Ardea herodias",2019-05-16,15:09:00,2,80,"US-MO",38.70534,-90.74048,46,5,2019
"3029","Great Blue Heron",203,1332,"S36840471","Ardea herodias",2017-05-13,07:00:00,1,60,"US-MO",38.6360813,-90.7679701,79,5,2017
"3030","Great Blue Heron",203,1333,"S40745512","Ardea herodias",2017-11-26,09:30:00,1,28,"US-MO",38.8809946,-90.1894283,5,11,2017
"3031","Great Blue Heron",203,1334,"S20964481","Ardea herodias",2014-12-20,09:30:00,2,150,"US-MO",38.8719313,-90.1843917,469,12,2014
"3032","Great Blue Heron",203,1335,"S36840484","Ardea herodias",2017-05-13,08:08:00,1,25,"US-MO",38.7055395,-90.7048416,44,5,2017
"3033","Great Blue Heron",203,1336,"S38281523","Ardea herodias",2017-07-23,08:50:00,1,182,"US-MO",38.6078608,-90.489826,70,7,2017
"3034","Great Blue Heron",203,1337,"S41155853","Ardea herodias",2017-12-17,12:40:00,1,106,"US-MO",38.6228053,-90.344224,108,12,2017
"3035","Great Blue Heron",203,1338,"S17294044","Ardea herodias",2014-03-04,08:15:00,1,45,"US-MO",38.6389068,-90.2853806,92,3,2014
"3036","Great Blue Heron",203,1339,"S17324171","Ardea herodias",2014-03-05,08:20:00,1,50,"US-MO",38.6389068,-90.2853806,167,3,2014
"3037","Great Blue Heron",203,1340,"S17334391","Ardea herodias",2014-03-06,08:20:00,1,55,"US-MO",38.6389068,-90.2853806,214,3,2014
"3038","Great Blue Heron",203,1341,"S17345055","Ardea herodias",2014-03-07,08:20:00,3,55,"US-MO",38.6389068,-90.2853806,276,3,2014
"3039","Great Blue Heron",203,1342,"S17377851","Ardea herodias",2014-03-09,15:45:00,1,80,"US-MO",38.6389068,-90.2853806,118,3,2014
"3040","Great Blue Heron",203,1343,"S17410868","Ardea herodias",2014-03-12,08:20:00,1,45,"US-MO",38.6389068,-90.2853806,257,3,2014
"3041","Great Blue Heron",203,1344,"S17543272","Ardea herodias",2014-03-20,09:20:00,1,80,"US-MO",38.6389068,-90.2853806,102,3,2014
"3042","Great Blue Heron",203,1345,"S17891506","Ardea herodias",2014-04-14,09:00:00,1,90,"US-MO",38.6389068,-90.2853806,203,4,2014
"3043","Great Blue Heron",203,1346,"S19854966","Ardea herodias",2014-09-16,18:30:00,1,45,"US-MO",38.6389068,-90.2853806,58,9,2014
"3044","Great Blue Heron",203,1347,"S20893308","Ardea herodias",2014-12-13,10:30:00,5,120,"US-MO",38.6389068,-90.2853806,144,12,2014
"3045","Great Blue Heron",203,1348,"S20974801","Ardea herodias",2014-12-21,09:15:00,2,165,"US-MO",38.6389068,-90.2853806,157,12,2014
"3046","Great Blue Heron",203,1349,"S20997656","Ardea herodias",2014-12-23,08:30:00,3,30,"US-MO",38.6389068,-90.2853806,74,12,2014
"3047","Great Blue Heron",203,1350,"S21095947","Ardea herodias",2014-12-31,08:00:00,8,120,"US-MO",38.6389068,-90.2853806,322,12,2014
"3048","Great Blue Heron",203,1351,"S21350144","Ardea herodias",2015-01-14,02:30:00,3,60,"US-MO",38.6389068,-90.2853806,152,1,2015
"3049","Great Blue Heron",203,1352,"S23197329","Ardea herodias",2015-05-03,07:00:00,1,180,"US-MO",38.6389068,-90.2853806,120,5,2015
"3050","Great Blue Heron",203,1353,"S25963234","Ardea herodias",2015-11-22,08:30:00,1,45,"US-MO",38.6389068,-90.2853806,78,11,2015
"3051","Great Blue Heron",203,1354,"S31926545","Ardea herodias",2016-10-06,12:00:00,1,60,"US-MO",38.6389068,-90.2853806,82,10,2016
"3052","Great Blue Heron",203,1355,"S32025863","Ardea herodias",2016-10-13,13:15:00,2,60,"US-MO",38.6389068,-90.2853806,32,10,2016
"3053","Great Blue Heron",203,1356,"S33616660","Ardea herodias",2017-01-12,07:00:00,1,90,"US-MO",38.6389068,-90.2853806,272,1,2017
"3054","Great Blue Heron",203,1357,"S33780633","Ardea herodias",2017-01-19,07:01:00,1,56,"US-MO",38.6389068,-90.2853806,240,1,2017
"3055","Great Blue Heron",203,1358,"S33809874","Ardea herodias",2017-01-20,16:26:00,2,59,"US-MO",38.6389068,-90.2853806,188,1,2017
"3056","Great Blue Heron",203,1359,"S35533959","Ardea herodias",2017-03-30,07:05:00,1,100,"US-MO",38.6389068,-90.2853806,283,3,2017
"3057","Great Blue Heron",203,1360,"S35594469","Ardea herodias",2017-03-31,17:47:00,1,80,"US-MO",38.6389068,-90.2853806,84,3,2017
"3058","Great Blue Heron",203,1361,"S35698031","Ardea herodias",2017-04-04,07:00:00,2,127,"US-MO",38.6389068,-90.2853806,369,4,2017
"3059","Great Blue Heron",203,1362,"S35918417","Ardea herodias",2017-04-13,06:59:00,1,109,"US-MO",38.6389068,-90.2853806,247,4,2017
"3060","Great Blue Heron",203,1363,"S35959752","Ardea herodias",2017-04-14,17:47:00,1,88,"US-MO",38.6389068,-90.2853806,53,4,2017
"3061","Great Blue Heron",203,1364,"S36118134","Ardea herodias",2017-04-20,07:00:00,2,98,"US-MO",38.6389068,-90.2853806,237,4,2017
"3062","Great Blue Heron",203,1365,"S36198905","Ardea herodias",2017-04-23,08:13:00,1,173,"US-MO",38.6389068,-90.2853806,137,4,2017
"3063","Great Blue Heron",203,1366,"S36497526","Ardea herodias",2017-05-02,18:56:00,1,58,"US-MO",38.6389068,-90.2853806,40,5,2017
"3064","Great Blue Heron",203,1367,"S38541052","Ardea herodias",2017-08-08,07:05:00,1,85,"US-MO",38.6389068,-90.2853806,281,8,2017
"3065","Great Blue Heron",203,1368,"S42135357","Ardea herodias",2018-01-21,13:37:00,2,127,"US-MO",38.6389068,-90.2853806,275,1,2018
"3066","Great Blue Heron",203,1369,"S49032262","Ardea herodias",2018-10-07,12:30:00,1,60,"US-MO",38.6383932,-90.267979,28,10,2018
"3067","Great Blue Heron",203,1370,"S49551085","Ardea herodias",2018-10-25,13:30:00,1,70,"US-MO",38.6389068,-90.2853806,63,10,2018
"3068","Great Blue Heron",203,1371,"S56350152","Ardea herodias",2019-05-16,09:24:00,1,102,"US-MO",38.6389068,-90.2853806,85,5,2019
"3069","Great Blue Heron",203,1372,"S89715685","Ardea herodias",2021-06-06,08:01:00,1,74,"US-MO",38.6389068,-90.2853806,57,6,2021
"3070","Great Blue Heron",203,1373,"S23326412","Ardea herodias",2015-05-09,07:00:00,1,180,"US-MO",38.6129807,-90.2593803,134,5,2015
"3071","Great Blue Heron",203,1374,"S18250965","Ardea herodias",2014-05-04,08:45:00,1,120,"US-MO",38.7472557,-90.1926899,143,5,2014
"3072","Great Blue Heron",203,1375,"S38628943","Ardea herodias",2017-08-13,15:48:00,1,55,"US-MO",38.5605873,-90.2872912,164,8,2017
"3073","Great Blue Heron",203,1376,"S18038813","Ardea herodias",2014-04-20,07:30:00,2,180,"US-MO",37.0223596,-90.0990486,103,4,2014
"3074","Great Blue Heron",203,1377,"S65902721","Ardea herodias",2020-03-17,11:41:00,1,55,"US-OK",36.1043584,-95.9828367,86,3,2020
"3075","Great Blue Heron",203,1378,"S66844842","Ardea herodias",2020-04-08,19:37:00,1,34,"US-OK",36.1431952,-95.9334761,176,4,2020
"3076","Great Blue Heron",203,1379,"S88192658","Ardea herodias",2021-05-15,12:31:00,1,46,"US-OK",36.2222811,-95.9239566,37,5,2021
"3077","Great Blue Heron",203,1380,"S88201182","Ardea herodias",2021-05-15,13:20:00,2,72,"US-OK",36.2222811,-95.9239566,33,5,2021
"3078","Great Blue Heron",203,1381,"S66369682","Ardea herodias",2020-03-29,09:31:00,9,189,"US-OK",36.1497985,-96.2401081,219,3,2020
"3079","Great Blue Heron",203,1382,"S64885073","Ardea herodias",2020-02-20,15:59:00,2,93,"US-OK",36.116064,-95.98525,200,2,2020
"3080","Great Blue Heron",203,1383,"S106694384","Ardea herodias",2022-04-10,09:00:00,3,44,"US-OK",36.1499519,-96.2529969,79,4,2022
"3081","Great Blue Heron",203,1384,"S74645100","Ardea herodias",2020-10-10,11:36:00,1,7,"US-OK",36.215678,-95.933325,219,10,2020
"3082","Great Blue Heron",203,1385,"S99973704","Ardea herodias",2022-01-02,16:08:00,1,25,"US-OK",36.215678,-95.933325,582,1,2022
"3083","Great Blue Heron",203,1386,"S68330982","Ardea herodias",2020-05-03,10:37:00,1,154,"US-OK",36.2213571,-95.9341192,140,5,2020
"3084","Great Blue Heron",203,1387,"S51186467","Ardea herodias",2019-01-01,15:57:00,19,75,"US-OK",36.1189623,-95.9855793,79,1,2019
"3085","Great Blue Heron",203,1388,"S76720355","Ardea herodias",2020-11-26,12:40:00,7,61,"US-OK",36.1043853,-95.9839742,112,11,2020
"3086","Great Blue Heron",203,1389,"S101303345","Ardea herodias",2022-01-23,13:31:00,2,91,"US-OK",36.1043853,-95.9839742,113,1,2022
"3087","Great Blue Heron",203,1390,"S65697899","Ardea herodias",2020-03-11,18:58:00,2,47,"US-OK",36.1166302,-95.9907184,281,3,2020
"3088","Great Blue Heron",203,1391,"S64885077","Ardea herodias",2020-02-22,14:52:00,1,56,"US-OK",35.813121,-95.405804,658,2,2020
"3089","Great Blue Heron",203,1392,"S64885104","Ardea herodias",2020-02-22,09:33:00,2,45,"US-OK",35.872406,-95.401213,153,2,2020
"3090","Great Blue Heron",203,1393,"S64885085","Ardea herodias",2020-02-22,11:32:00,1,113,"US-OK",35.9322711,-95.2811987,331,2,2020
"3091","Northern Flicker",197,2280,"S1737449","Colaptes auratus",2004-09-23,20:30:00,3,180,"US-VT",43.8321363,-73.3817802,14,9,2004
"3092","Northern Flicker",197,2281,"S1628441","Colaptes auratus",2004-03-08,NA,1,0,"US-VT",43.77954,-73.29591,20,3,2004
"3093","Northern Flicker",197,2282,"S17601243","Colaptes auratus",2014-03-25,16:30:00,1,180,"US-NM",35.0990608,-106.4779472,77,3,2014
"3094","Northern Flicker",197,2283,"S36840514","Colaptes auratus",2017-05-13,10:40:00,1,275,"US-MO",38.8636,-92.4504,515,5,2017
"3095","Northern Flicker",197,2284,"S104878924","Colaptes auratus",2022-03-15,11:54:00,1,6,"US-KS",37.0243469,-96.4067768,22,3,2022
"3096","Northern Flicker",197,2285,"S111728537","Colaptes auratus",2022-05-30,08:08:00,2,302,"US-OK",36.850766,-102.8821564,100,5,2022
"3097","Northern Flicker",197,2286,"S99408820","Colaptes auratus",2021-12-25,09:38:00,1,212,"US-FL",25.9793,-81.4109,114,12,2021
"3098","Northern Flicker",197,2287,"S44577908","Colaptes auratus",2018-04-14,15:50:00,4,208,"US-MO",38.482151,-90.8242569,222,4,2018
"3099","Northern Flicker",197,2288,"S1545191","Colaptes auratus",2004-02-01,13:45:00,1,60,"US-CA",37.16493,-118.28993,18,2,2004
"3100","Northern Flicker",197,2289,"S100948655","Colaptes auratus",2022-01-17,11:31:00,1,223,"US-OK",35.6222331,-95.1711273,69,1,2022
"3101","Northern Flicker",197,2290,"S80524373","Colaptes auratus",2021-02-06,10:33:00,1,93,"US-OK",36.2081998,-96.0600758,58,2,2021
"3102","Northern Flicker",197,2291,"S103266888","Colaptes auratus",2022-02-20,14:05:00,1,65,"US-OK",36.2081998,-96.0600758,29,2,2022
"3103","Northern Flicker",197,2292,"S17704082","Colaptes auratus",2014-03-29,10:00:00,1,180,"US-NM",35.8054268,-106.1398226,129,3,2014
"3104","Northern Flicker",197,2293,"S56366335","Colaptes auratus",2019-05-16,15:09:00,1,80,"US-MO",38.70534,-90.74048,46,5,2019
"3105","Northern Flicker",197,2294,"S41155853","Colaptes auratus",2017-12-17,12:40:00,1,106,"US-MO",38.6228053,-90.344224,108,12,2017
"3106","Northern Flicker",197,2295,"S33985177","Colaptes auratus",2017-01-28,10:00:00,1,35,"US-MO",38.5786266,-90.3233192,53,1,2017
"3107","Northern Flicker",197,2296,"S17855769","Colaptes auratus",2014-04-12,08:45:00,1,120,"US-MO",38.690995,-90.2349186,200,4,2014
